kfold,selected_features,num_features,num_components,use_embedding,seed
0,"['row_std_by_col_std', 'row_max_g_by_row_min', 'row_std_g', 'row_std_by_cp_time', 'row_std', 'row_min_by_cp_time', 'row_min_g', 'row_std_g_by_col_std', 'g-362', 'row_std_g_by_col_std_c', 'row_max_by_cp_time', 'row_max_g', 'row_max', 'g-310', 'row_min_g_by_row_std', 'c-80', 'row_min_c_by_row_sum', 'row_max_c_by_row_min', 'row_min_g_by_col_min_c', 'row_std_g_by_cp_time', 'g-32', 'row_std_g_by_row_min', 'g-116', 'c-16', 'g-177', 'g-571', 'c-14', 'g-188', 'row_max_g_by_row_med', 'g-213', 'row_med_g_by_row_mean', 'g-531', 'row_min_by_col_min', 'g-97', 'g-126', 'g-731', 'row_min_g_by_row_sum', 'g-656', 'row_std_c_by_row_sum', 'c-61', 'g-695', 'g-650', 'g-538', 'g-186', 'g-673', 'row_std_c', 'g-344', 'c-85', 'g-176', 'row_min_g_by_row_med', 'g-617', 'g-386', 'row_med_g_by_row_med', 'row_max_c_by_row_mean', 'row_std_g_by_row_max', 'g-426', 'row_max_by_col_max', 'g-679', 'c-89', 'g-19', 'row_med_c_by_row_sum', 'g-703', 'row_min_g_by_row_max', 'g-657', 'c-9', 'row_std_c_by_row_med', 'g-407', 'g-247', 'g-448', 'row_std_c_by_cp_time', 'g-435', 'row_med_c_by_row_med', 'g-584', 'g-141', 'g-374', 'g-568', 'g-451', 'g-755', 'g-309', 'g-645', 'g-289', 'c-5', 'g-744', 'row_min', 'row_std_g_by_row_med', 'row_max_c_by_row_std', 'c-51', 'g-542', 'row_max_c_by_row_med', 'g-37', 'g-86', 'g-366', 'g-144', 'g-219', 'row_min_c', 'row_max_g_by_col_max_c', 'g-91', 'g-683', 'g-31', 'c-99', 'row_std_g_by_row_sum', 'g-8', 'g-34', 'g-9', 'row_std_c_by_row_std', 'g-554', 'g-684', 'g-43', 'g-297', 'g-422', 'row_max_g_by_col_max', 'c-21', 'row_max_g_by_row_sum', 'g-628', 'g-625', 'g-228', 'row_min_c_by_row_med', 'g-417', 'g-392', 'g-707', 'g-414', 'row_mean_g_by_row_mean', 'g-483', 'g-505', 'g-340', 'g-486', 'g-172', 'g-540', 'g-125', 'g-411', 'c-88', 'g-765', 'row_mean_g_by_row_sum', 'g-423', 'g-324', 'c-0', 'g-312', 'g-325', 'g-46', 'row_med_c_by_row_mean', 'g-443', 'c-1', 'row_sum_c_by_row_med', 'g-725', 'g-500', 'g-599', 'g-13', 'g-741', 'row_std_c_by_col_std', 'g-75', 'g-545', 'g-449', 'g-190', 'row_mean_c_by_row_med', 'g-539', 'g-403', 'g-328', 'g-64', 'g-662', 'g-96', 'g-98', 'g-405', 'g-691', 'g-129', 'g-643', 'g-164', 'g-191', 'g-323', 'g-751', 'g-711', 'row_sum_g_by_row_med', 'g-224', 'g-65', 'g-421', 'row_mean_g_by_row_max', 'row_min_c_by_col_min', 'g-719', 'g-642', 'g-226', 'g-16', 'g-250', 'g-563', 'g-245', 'row_sum_c_by_row_max', 'row_min_c_by_row_mean', 'g-688', 'g-51', 'g-208', 'c-29', 'c-11', 'g-0', 'g-401', 'g-519', 'g-549', 'g-383', 'g-482', 'g-161', 'c-96', 'g-766', 'row_mean_g_by_row_med', 'g-220', 'row_std_c_by_col_std_g', 'g-429', 'g-523', 'row_std_c_by_row_max', 'c-36', 'c-81', 'g-181', 'g-592', 'g-714', 'c-53', 'g-222', 'c-41', 'g-232', 'row_med_g_by_row_sum', 'row_min_g_by_cp_time', 'g-573', 'g-48', 'g-238', 'row_mean_c_by_row_sum', 'g-173', 'c-19', 'g-490', 'g-70', 'g-535', 'g-350', 'c-84', 'g-686', 'g-107', 'g-278', 'g-361', 'c-50', 'g-244', 'g-351', 'row_max_c_by_col_max', 'g-697', 'g-567', 'g-94', 'row_min_c_by_cp_time', 'g-712', 'g-92', 'c-78', 'g-428', 'g-408', 'g-134', 'g-292', 'row_sum_g_by_row_max', 'g-716', 'g-114', 'g-455', 'g-11', 'g-729', 'g-503', 'c-39', 'g-145', 'row_max_g_by_row_std', 'g-76', 'c-86', 'row_mean_c_by_row_mean', 'g-521', 'g-394', 'row_min_c_by_col_min_g', 'g-12', 'g-544', 'g-710', 'row_sum_by_cp_time', 'c-15', 'g-47', 'g-514', 'row_min_g_by_row_mean', 'g-491', 'g-524', 'g-416', 'g-2', 'g-635', 'g-677', 'g-433', 'g-377', 'g-133', 'g-436', 'g-418', 'row_max_g_by_cp_time', 'row_std_g_by_row_mean', 'g-74', 'g-346', 'g-424', 'g-598', 'g-5', 'g-413', 'g-211', 'g-442', 'g-180', 'g-138', 'g-458', 'g-68', 'g-119', 'g-175', 'g-706', 'g-735', 'row_sum_g_by_row_std', 'g-526', 'g-187', 'g-156', 'g-45', 'g-357', 'g-300', 'c-69', 'row_min_g_by_col_min', 'g-283', 'g-18', 'g-518', 'g-562', 'g-260', 'g-93', 'g-302', 'g-215', 'g-672', 'g-379', 'g-363', 'g-163', 'g-262', 'c-64', 'g-624', 'g-80', 'g-649', 'g-720', 'g-590', 'g-516', 'g-601', 'g-430', 'c-68', 'g-646', 'row_std_c_by_row_mean', 'g-732', 'g-728', 'g-85', 'g-702', 'g-353', 'g-696', 'g-465', 'g-409', 'g-746', 'g-339', 'g-200', 'g-759', 'g-111', 'g-337', 'g-730', 'g-700', 'g-276', 'g-308', 'g-565', 'g-198', 'g-105', 'g-59', 'g-246', 'g-738', 'g-204', 'g-272', 'g-693', 'g-380', 'c-58', 'g-715', 'g-49', 'g-196', 'g-57', 'row_mean_g_by_row_std', 'g-137', 'g-419', 'g-28', 'g-58', 'g-533', 'g-638', 'g-240', 'g-393', 'c-74', 'c-49', 'g-689', 'g-268', 'g-536', 'g-585', 'row_mean_g_by_row_min', 'g-752', 'g-456', 'g-481', 'g-168', 'g-154', 'g-130', 'row_min_c_by_row_std', 'g-201', 'g-293', 'g-369', 'g-760', 'g-81', 'row_mean_c_by_row_max', 'row_max_c_by_col_max_g', 'g-527', 'g-680', 'g-267', 'g-390', 'g-460', 'row_min_c_by_row_max', 'g-237', 'g-352', 'g-109', 'g-375', 'g-658', 'g-327', 'g-528', 'g-608', 'g-537', 'g-349', 'g-543', 'g-229', 'g-298', 'g-282', 'row_sum_c_by_row_std', 'g-360', 'row_mean_by_col_mean', 'g-139', 'g-619', 'g-479', 'g-644', 'g-385', 'g-670', 'g-330', 'g-602', 'g-22', 'g-437', 'g-708', 'g-655', 'g-281', 'g-560', 'g-578', 'c-38', 'g-569', 'g-100', 'g-248', 'g-285', 'g-446', 'g-77', 'g-480', 'g-636', 'g-150', 'g-747', 'row_sum_g_by_row_sum', 'g-152', 'g-508', 'row_med_g_by_row_std', 'c-72', 'g-334', 'g-637', 'g-151', 'row_sum_g_by_row_mean', 'g-365', 'g-552', 'g-764', 'g-682', 'g-740', 'g-669', 'row_std_g_by_row_std', 'g-368', 'g-184', 'g-239', 'g-721', 'g-197', 'g-280', 'g-709', 'c-62', 'g-104', 'g-95', 'c-31', 'g-256', 'g-259', 'g-251', 'row_std_c_by_row_min', 'g-507', 'g-572', 'g-661', 'g-120', 'g-194', 'g-23', 'g-315', 'row_max_g_by_row_mean', 'g-577', 'g-345', 'g-654', 'g-82', 'c-26', 'g-326', 'g-279', 'g-195', 'g-736', 'c-30', 'c-92', 'c-35', 'g-470', 'c-57', 'g-17', 'g-615', 'row_max_c_by_row_sum', 'g-463', 'g-166', 'g-56', 'g-305', 'g-206', 'c-32', 'g-348', 'c-45', 'row_sum_c_by_col_sum_g', 'g-257', 'g-532', 'g-581', 'g-370', 'g-355', 'g-25', 'g-666', 'g-452', 'g-605', 'g-376', 'g-159', 'g-84', 'g-4', 'g-593', 'g-400', 'g-388', 'g-685', 'c-63', 'g-771', 'g-336', 'g-594', 'g-264', 'g-62', 'g-127', 'c-95', 'g-681', 'g-555', 'g-676', 'g-89', 'g-748', 'g-694', 'row_med_g_by_row_max', 'g-665', 'g-530', 'c-70', 'g-52', 'g-630', 'g-745', 'g-754', 'g-750', 'c-46', 'g-20', 'c-3', 'g-295', 'g-142', 'g-306', 'g-513', 'g-469', 'c-48', 'g-39', 'c-87', 'g-397', 'g-749', 'g-132', 'g-425', 'g-631', 'g-432', 'g-329', 'g-136', 'row_med_c_by_row_max', 'g-499', 'g-118', 'g-576', 'g-489', 'g-182', 'g-170', 'g-169', 'g-99', 'g-311', 'g-618', 'c-33', 'c-24', 'g-722', 'g-113', 'g-50', 'g-761', 'g-299', 'g-382', 'g-160', 'g-241', 'g-202', 'g-396', 'g-235', 'g-529', 'g-698', 'g-675', 'c-90', 'g-218', 'g-454', 'c-10', 'g-317', 'g-131', 'g-663', 'g-520', 'c-23', 'g-205', 'g-234', 'c-71', 'row_mean_c_by_col_mean_g', 'g-33', 'g-199', 'g-651', 'g-253', 'g-147', 'g-128', 'c-28', 'g-143', 'c-8', 'g-494', 'row_max_c', 'c-12', 'g-453', 'g-174', 'c-77', 'c-79', 'g-192', 'g-600', 'g-753', 'g-438', 'g-671', 'row_sum_g_by_col_sum_c', 'g-40', 'g-511', 'row_sum_c_by_row_min', 'g-269', 'g-667', 'g-597', 'g-756', 'c-18', 'g-548', 'g-27', 'g-406', 'row_sum_c_by_cp_time', 'g-434', 'g-185', 'g-333', 'g-767', 'g-626', 'g-307', 'g-727', 'g-301', 'g-153', 'c-54', 'g-478', 'g-389', 'g-556', 'g-612', 'row_mean_c', 'g-713', 'c-97', 'g-193', 'g-179', 'g-459', 'g-157', 'g-484', 'c-98', 'g-83', 'g-367', 'c-47', 'g-501', 'c-17', 'g-149', 'g-252', 'g-586', 'g-447', 'g-44', 'g-384', 'g-30', 'g-135', 'g-54', 'g-733', 'g-462', 'g-347', 'g-477', 'g-763', 'g-243', 'row_sum_g_by_col_sum', 'c-91', 'g-575', 'g-461', 'g-286', 'g-258', 'g-770', 'g-78', 'g-574', 'g-273', 'g-467', 'g-466', 'g-768', 'g-214', 'c-37', 'g-739', 'g-296', 'g-632', 'g-284', 'g-648', 'g-758', 'g-701', 'g-485', 'g-509', 'c-93', 'c-7', 'c-27', 'g-110', 'g-217', 'g-404', 'row_mean_by_cp_time', 'row_max_c_by_row_max', 'g-270', 'g-723', 'g-579', 'row_med_c_by_cp_time', 'g-372', 'g-290', 'g-15', 'g-734', 'g-356', 'g-359', 'c-52', 'g-60', 'c-25', 'g-115', 'g-358', 'g-155', 'g-112', 'g-668', 'g-510', 'row_sum_c_by_row_sum', 'g-26', 'g-41', 'g-473', 'g-591', 'row_sum_c_by_row_mean', 'c-40', 'g-610', 'c-59', 'g-427', 'g-342', 'g-189', 'c-94', 'g-1', 'g-627', 'c-65', 'g-551', 'g-371', 'g-664', 'g-343', 'g-512', 'g-140', 'g-652', 'g-504', 'g-291', 'g-570', 'g-737', 'g-35', 'g-354', 'g-303', 'g-331', 'g-72', 'g-718', 'g-102', 'g-288', 'g-487', 'c-60', 'g-287', 'row_med_g_by_cp_time', 'g-629', 'g-582', 'g-183', 'g-225', 'row_med_g', 'g-255', 'g-440', 'g-641', 'g-614', 'g-496', 'g-704', 'g-73', 'g-227', 'g-660', 'g-492', 'g-162', 'g-55', 'g-441', 'g-167', 'g-633', 'row_med_c_by_row_min', 'g-71', 'g-589', 'g-88', 'g-497', 'g-38', 'g-242', 'g-596', 'c-73', 'g-209', 'g-450', 'g-742', 'g-724', 'g-216', 'cp_type', 'cp_dose']",810,233,1,14
1,"['row_std_by_col_std', 'row_max_g_by_row_min', 'row_std', 'row_min_by_cp_time', 'row_std_g', 'row_min_g', 'row_std_g_by_cp_time', 'row_std_by_cp_time', 'row_max_by_cp_time', 'row_max', 'row_std_g_by_col_std', 'g-362', 'row_std_g_by_col_std_c', 'c-16', 'g-731', 'row_min_g_by_row_med', 'g-116', 'g-645', 'g-584', 'g-310', 'row_min_g_by_row_std', 'g-177', 'row_min_g_by_row_max', 'row_min_g_by_col_min_c', 'row_std_c_by_row_sum', 'row_max_c_by_row_min', 'g-366', 'row_max_g', 'c-80', 'g-32', 'g-374', 'c-61', 'g-422', 'c-85', 'g-683', 'row_med_c_by_row_med', 'g-695', 'g-673', 'row_std_g_by_row_max', 'row_std_c_by_row_std', 'row_med_g_by_row_mean', 'g-448', 'g-514', 'g-435', 'row_min_by_col_min', 'row_max_c_by_row_mean', 'row_std_g_by_row_sum', 'row_std_g_by_row_min', 'g-97', 'row_std_c', 'g-531', 'row_min_c_by_row_med', 'g-571', 'row_max_g_by_row_med', 'row_min_c', 'g-186', 'c-99', 'g-392', 'g-37', 'g-650', 'g-661', 'g-755', 'g-449', 'g-213', 'g-8', 'g-426', 'row_max_g_by_col_max', 'g-323', 'g-19', 'g-292', 'g-91', 'g-725', 'g-707', 'g-765', 'g-545', 'c-1', 'row_min_c_by_row_sum', 'g-259', 'row_std_g_by_row_med', 'c-14', 'g-568', 'g-220', 'g-656', 'c-96', 'row_std_c_by_cp_time', 'g-744', 'g-414', 'g-141', 'g-188', 'g-325', 'row_sum_g_by_row_med', 'g-208', 'g-533', 'g-691', 'g-628', 'g-34', 'row_std_c_by_row_med', 'g-684', 'row_max_by_col_max', 'c-70', 'row_med_c_by_row_sum', 'row_med_g_by_row_sum', 'g-244', 'g-344', 'g-224', 'row_max_g_by_row_sum', 'g-107', 'row_med_g_by_row_med', 'g-417', 'g-407', 'row_mean_g_by_row_mean', 'c-88', 'row_std_c_by_row_max', 'g-688', 'g-92', 'g-126', 'g-204', 'row_min', 'c-5', 'row_min_c_by_col_min', 'row_max_g_by_col_max_c', 'row_mean_g_by_row_med', 'g-505', 'g-324', 'g-144', 'g-685', 'g-28', 'row_max_c_by_row_std', 'g-309', 'g-696', 'g-405', 'g-657', 'g-125', 'g-686', 'g-68', 'g-383', 'g-538', 'g-554', 'g-312', 'g-164', 'g-693', 'g-741', 'g-181', 'g-689', 'g-396', 'g-711', 'row_min_g_by_cp_time', 'g-250', 'g-31', 'g-519', 'g-70', 'g-482', 'row_max_c_by_row_med', 'g-677', 'g-423', 'g-176', 'g-643', 'c-21', 'g-617', 'g-85', 'g-43', 'c-89', 'g-521', 'g-459', 'g-437', 'c-0', 'g-719', 'g-714', 'g-84', 'g-12', 'g-542', 'g-191', 'g-340', 'g-540', 'row_sum_g_by_row_max', 'row_min_g_by_row_mean', 'g-93', 'g-703', 'g-98', 'g-535', 'g-428', 'g-282', 'g-75', 'g-219', 'g-443', 'g-483', 'g-549', 'g-289', 'g-198', 'g-421', 'g-2', 'g-18', 'g-13', 'g-451', 'g-163', 'g-247', 'g-62', 'g-602', 'row_sum_c_by_row_std', 'g-679', 'g-585', 'g-0', 'g-228', 'row_std_c_by_col_std', 'g-5', 'g-523', 'g-151', 'g-573', 'g-218', 'row_max_g_by_cp_time', 'g-526', 'g-245', 'row_sum_c_by_row_med', 'g-409', 'g-416', 'g-716', 'g-635', 'g-161', 'g-720', 'g-278', 'g-76', 'g-697', 'c-64', 'g-655', 'g-649', 'g-662', 'g-96', 'g-339', 'g-370', 'g-467', 'g-394', 'c-15', 'g-46', 'g-74', 'g-712', 'g-150', 'g-619', 'row_min_c_by_cp_time', 'row_min_g_by_row_sum', 'g-246', 'c-9', 'g-455', 'c-41', 'g-503', 'g-569', 'g-251', 'g-419', 'g-500', 'c-12', 'g-105', 'g-187', 'g-297', 'row_max_c_by_col_max', 'g-403', 'g-375', 'g-94', 'c-29', 'g-766', 'g-143', 'g-544', 'g-172', 'g-190', 'row_min_g_by_col_min', 'g-202', 'g-658', 'g-539', 'g-715', 'row_med_g_by_row_std', 'g-86', 'g-377', 'g-15', 'g-680', 'row_max_c_by_col_max_g', 'c-77', 'row_sum_g_by_row_std', 'g-625', 'g-401', 'g-134', 'g-760', 'g-729', 'g-350', 'row_mean_g_by_row_max', 'g-424', 'g-16', 'g-59', 'g-248', 'g-552', 'g-82', 'g-598', 'g-138', 'g-119', 'g-562', 'g-118', 'row_max_c_by_row_sum', 'c-11', 'g-133', 'g-215', 'c-52', 'row_sum_by_cp_time', 'g-11', 'g-89', 'c-50', 'g-676', 'g-120', 'g-337', 'g-386', 'g-299', 'g-706', 'row_std_c_by_row_mean', 'g-9', 'g-430', 'g-759', 'g-195', 'row_mean_c_by_row_med', 'row_sum_c_by_row_min', 'g-411', 'row_std_c_by_row_min', 'g-486', 'g-590', 'g-458', 'g-654', 'g-758', 'g-631', 'g-465', 'g-722', 'g-393', 'g-563', 'g-38', 'g-436', 'g-173', 'g-592', 'g-567', 'g-740', 'g-667', 'g-738', 'g-751', 'g-565', 'g-351', 'c-78', 'row_sum_c_by_cp_time', 'c-26', 'row_med_c_by_row_mean', 'g-65', 'row_min_c_by_row_mean', 'g-175', 'g-48', 'g-447', 'row_mean_by_cp_time', 'g-317', 'g-56', 'g-456', 'g-67', 'g-205', 'g-639', 'g-4', 'g-518', 'g-267', 'g-599', 'c-68', 'row_sum_c_by_row_max', 'g-363', 'g-748', 'g-543', 'g-681', 'g-156', 'c-19', 'g-206', 'c-81', 'g-139', 'g-354', 'g-593', 'row_std_g_by_row_mean', 'g-490', 'c-48', 'g-95', 'g-700', 'g-51', 'g-39', 'g-257', 'c-63', 'g-578', 'g-300', 'g-296', 'g-477', 'c-36', 'row_sum_g_by_row_mean', 'row_min_c_by_col_min_g', 'g-154', 'g-378', 'c-38', 'row_std_c_by_col_std_g', 'g-153', 'g-595', 'g-702', 'g-749', 'g-180', 'g-47', 'g-491', 'row_mean_c_by_row_mean', 'g-597', 'row_mean_by_col_mean', 'g-425', 'g-524', 'g-601', 'g-160', 'c-57', 'g-397', 'g-36', 'g-612', 'c-32', 'g-222', 'g-104', 'g-57', 'g-128', 'g-672', 'g-651', 'g-376', 'g-510', 'g-168', 'g-638', 'row_mean_c_by_row_sum', 'g-113', 'g-130', 'g-283', 'g-281', 'g-328', 'g-100', 'g-273', 'g-723', 'g-326', 'c-31', 'g-704', 'g-730', 'g-413', 'g-665', 'g-442', 'g-418', 'g-353', 'g-732', 'g-306', 'c-86', 'g-349', 'g-555', 'c-3', 'g-238', 'row_max_g_by_row_std', 'g-587', 'g-361', 'g-290', 'g-194', 'c-40', 'c-87', 'g-390', 'g-268', 'g-169', 'g-147', 'g-114', 'g-293', 'g-470', 'g-196', 'g-330', 'g-302', 'g-454', 'g-727', 'g-406', 'g-200', 'g-572', 'g-429', 'g-365', 'row_sum_g_by_row_sum', 'c-69', 'g-728', 'g-576', 'g-197', 'g-369', 'c-53', 'g-298', 'g-629', 'g-560', 'g-356', 'g-480', 'row_med_c_by_row_max', 'g-771', 'g-379', 'g-624', 'c-98', 'g-81', 'row_sum_c_by_row_mean', 'g-558', 'g-260', 'g-508', 'g-699', 'g-479', 'g-537', 'row_sum_g_by_col_sum', 'row_mean_c_by_row_max', 'g-237', 'g-504', 'g-45', 'g-710', 'g-382', 'g-496', 'g-752', 'g-646', 'g-109', 'g-761', 'g-174', 'g-229', 'g-152', 'g-637', 'g-434', 'g-682', 'g-131', 'row_sum_c_by_row_sum', 'g-179', 'g-368', 'g-252', 'g-217', 'g-357', 'g-58', 'g-64', 'g-468', 'c-74', 'g-575', 'g-201', 'g-440', 'g-615', 'g-1', 'g-142', 'g-276', 'g-211', 'g-671', 'g-127', 'g-166', 'g-334', 'c-37', 'g-404', 'c-47', 'c-55', 'g-469', 'g-399', 'g-352', 'g-129', 'c-27', 'g-225', 'g-232', 'g-666', 'g-610', 'c-8', 'g-60', 'g-157', 'g-556', 'g-137', 'g-756', 'c-62', 'g-644', 'g-66', 'c-84', 'g-466', 'g-746', 'c-45', 'g-668', 'g-721', 'row_max_c_by_cp_time', 'g-441', 'row_max_c', 'c-39', 'g-29', 'g-203', 'g-239', 'g-675', 'row_min_c_by_row_std', 'row_sum_c_by_col_sum_g', 'c-51', 'g-694', 'g-594', 'g-99', 'g-627', 'g-367', 'g-305', 'g-647', 'g-364', 'g-26', 'g-489', 'g-285', 'c-66', 'g-346', 'g-255', 'g-235', 'g-262', 'g-24', 'c-95', 'g-709', 'g-463', 'g-582', 'c-65', 'c-33', 'row_max_c_by_row_max', 'g-345', 'g-243', 'g-182', 'g-277', 'g-652', 'g-642', 'g-481', 'g-49', 'g-607', 'g-737', 'g-303', 'g-438', 'g-22', 'c-23', 'g-78', 'g-25', 'c-79', 'c-49', 'g-433', 'g-381', 'g-110', 'g-270', 'g-331', 'g-605', 'g-768', 'g-192', 'row_mean_g_by_row_min', 'g-734', 'g-708', 'g-80', 'c-35', 'g-757', 'g-355', 'g-608', 'g-295', 'g-754', 'g-258', 'g-384', 'g-495', 'row_mean_c_by_col_mean_g', 'g-88', 'row_mean_g_by_row_sum', 'g-586', 'g-471', 'g-307', 'c-7', 'g-333', 'g-511', 'g-170', 'g-329', 'g-445', 'c-71', 'g-264', 'g-528', 'row_std_g_by_row_std', 'g-308', 'g-391', 'row_mean_c', 'g-600', 'g-136', 'c-72', 'g-453', 'g-30', 'g-507', 'g-452', 'c-56', 'g-613', 'g-360', 'g-747', 'g-516', 'g-322', 'g-614', 'g-242', 'c-93', 'g-280', 'c-59', 'g-343', 'g-279', 'g-536', 'g-485', 'g-347', 'g-427', 'g-101', 'g-69', 'g-408', 'g-623', 'g-132', 'g-358', 'g-529', 'c-18', 'row_med_c_by_cp_time', 'g-735', 'g-398', 'g-371', 'g-530', 'g-332', 'g-50', 'g-618', 'g-77', 'g-478', 'g-579', 'g-745', 'g-718', 'c-46', 'g-123', 'row_mean_g_by_row_std', 'g-149', 'g-493', 'g-739', 'g-522', 'g-532', 'g-108', 'g-112', 'g-336', 'g-380', 'g-40', 'g-630', 'g-432', 'g-23', 'g-327', 'g-663', 'g-145', 'g-155', 'g-3', 'c-92', 'g-207', 'row_min_c_by_row_max', 'row_med_g_by_cp_time', 'g-388', 'g-291', 'g-162', 'g-226', 'g-670', 'g-591', 'g-124', 'g-446', 'c-17', 'g-63', 'g-385', 'g-461', 'g-660', 'g-669', 'g-750', 'g-633', 'g-551', 'g-557', 'g-494', 'row_sum_g_by_row_min', 'c-44', 'g-20', 'g-286', 'row_med_g_by_row_max', 'row_sum_g_by_col_sum_c', 'g-83', 'g-410', 'g-509', 'g-111', 'g-7', 'g-632', 'cp_type', 'cp_dose']",757,194,1,14
